cluster_id,score,summarymà
83,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Nữ diễn_viên cũng thể_hiện được sự đa_tài nét đẹp tha_thướt của nhân_vật Triệu_Phán_Nhi khi vừa múa vừa nghiền trà quạt bếp đun nước sôi.Ngày 11/6 Sina đưa tin Lưu_Diệc_Phi có nhiều cảnh múa đẹp trong phim_truyền_hình Mộng hoa lục.Trang_Sina khen_ngợi Lưu_Diệc_Phi tao_nhã truyền_tải hoàn mỹ_nghệ_thuật pha trà thưởng trà và tinh_thần văn_nghệ của người_xưa.Nữ diễn_viên học múa từ nhỏ giúp các động_tác của cô đẹp tư_thế chuẩn.Theo đó một người hâm_mộ của nữ diễn_viên có tên Cá mặn Hamburger đã làm video chê_bai nhiều nghệ_sĩ như Dương_Dương Triệu Lộ Tư Lâm Canh_Tân Triệu Lệ_Dĩnh Dương_Tử để nâng cao thần_tiên tỷ tỷ.Theo Sina Mộng hoa lục quảng_cáo là một dự_án đề_cao nữ_quyền song phim lại gây tranh_cãi với tình_tiết hai nhân_vật chính Cố_Thiên_Phàm Trần_Hiểu và Triệu Phán Nhi Lưu_Diệc_Phi bày_tỏ chưa từng có quan_hệ xác_thịt với người khác giới.Tác_phẩm gây_sốt nhờ nội_dung tôn_vinh phụ_nữ nhân_văn hiện_đại.Sina bình_luận Mộng hoa lục mở_đầu với những ấn_tượng tốt khi có cảnh quay chỉn_chu hình_ảnh đẹp dàn diễn_viên diễn_xuất chân_thật.Đạo_diễn Dương_Dương cho biết Mộng hoa lục được quay ngoại_cảnh Hàng_Châu Tô_Châu Vô Tích Thiệu_Hưng địa_điểm nổi_tiếng với cảnh_sắc hữu_tình nên_thơ ở Trung_Quốc.Ở tập phát_sóng mới_đây cô được khen khi thực_hiện vũ_đạo uyển_chuyển dưới trăng
84,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",Trưng_bày Cung trầm tháng 7 là câu_chuyện cảm_động về ý_chí kiên_cường sự hy_sinh anh_dũng của những chiến sỹ yêu nước cách_mạng khi bị địch bắt giam trong nhà_tù Hỏa_Lò.Trưng_bày chuyên_đề được tổ_chức góp_phần thắp lên ngọn lửa tri_ân các anh_hùng liệt sỹ và các cựu tù chính_trị năm xưa.Trưng_bày Cung trầm Tháng 7 là câu_chuyện cảm_động về ý_chí kiên_cường sự hy_sinh anh_dũng của những chiến_sĩ yêu nước cách_mạng khi bị địch bắt giam trong ngục Hỏa_Lò.Trưng_bày Cung trầm tháng 7 khắc_họa những câu_chuyện về gương hy_sinh lẫm_liệt của các chiến sỹ yêu nước khi bị giam trong nhà_tù Hỏa_Lò
85,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Qua công_tác điều_tra cơ_bản Cục Cảnh_sát điều_tra tội_phạm ma_túy phát_hiện đường_dây mua_bán vận_chuyển trái_phép chất ma_túy qua đường hàng_không bưu_điện từ Đức về Việt_Nam tiêu_thụ.Lợi_dụng hoạt_động vận_chuyển hàng_hóa từ các doanh_nghiệp logistics chúng cất_giấu ma_túy vào các loại hàng_hóa thông_thường như bánh_kẹo mỹ_phẩm quà tặng sau đó đóng thành các kiện ghi tên người nhận địa_chỉ và số điện_thoại ảo gây khó_khăn cho các lực_lượng chức_năng khi phát_hiện.Trên tuyến Tây_Nam các đối_tượng người Việt sống tại Campuchia móc_nối với các đối_tượng trong nước hình_thành các đường_dây mua_bán vận_chuyển ma_túy qua biên_giới về TP Hồ_Chí_Minh với thủ_đoạn cất_giấu tinh_vi trên các xe chở hàng_hóa nông_sản hải_sản.Sau khi theo_dõi bắt quả_tang xe_ô-tô chở 3 thùng mỳ tôm chứa 30 kg ma_túy Ketamin bắt_giữ hai đối_tượng người Đài_Loan Trung_Quốc được Huang Yen Sheng thuê vận_chuyển ma_túy ngay trong đêm khám_xét khẩn_cấp kho xưởng kho hàng ở Hà_Nội TP Hồ_Chí_Minh phát_hiện 150 kg ketamin dấu trong 5 máy mô tơ điện 900 dạ_dày lợn được ép chân không chứa 90 kg ketamin.Qua công_tác_hợp_tác quốc_tế Cục Cảnh_sát điều_tra tội_phạm ma_túy nhận được thông_tin về đường_dây vận_chuyển trái_phép chất ma_túy từ Campuchia về TP Hồ_Chí_Minh đi nước_ngoài tiêu_thụ qua đường_bộ đường_hàng_không.Trong các chuyên_án ma_túy khủng của Cục Cảnh_sát điều_tra tội_phạm về ma_túy C04 Bộ Công_an đường_dây mua_bán vận_chuyển trái_phép ma_túy xuyên quốc_gia do Trần_Thị_Mậu cùng với Nguyễn_Sỹ_Đức 56 tuổi cầm_đầu là một trong những đường_dây triệt_để lợi_dụng mạng xã_hội để điều_hành từ xa chứ ít khi chịu lộ_diện.Nguyễn_Viết_Hồng_Dũng đối_tượng chủ_mưu cầm_đầu điều_hành đường_dây vừa bay từ Đức về Việt_Nam để chỉ_đạo việc nhận hàng phân_phối và tiêu_thụ ma_túy lập_tức bị bắt.Khi Cục Cảnh_sát điều_tra tội_phạm về ma_túy phát_hiện Phan_Hữu_Thành ở Chí_Linh Hải_Dương tình_nghi tham_gia mua_bán ma_túy trùng với thời_điểm lực_lượng hải_quan_Hà_Nội phát_hiện một lô hàng gồm 36 kiện trọng_lượng hơn 400 kg được gửi từ Amsterdam Hà_Lan qua đường hàng_không về Nội_Bài trên bưu_kiện có ghi địa_chỉ của người nhận ở Hải_Dương Hà_Nội Bình_Dương TP Hồ_Chí_Minh.Một chuyên_án khác Cục Hải_quan TP Hà_Nội phối_hợp Phòng Cảnh_sát điều_tra tội_phạm về ma_túy Công_an TP Hà_Nội vừa khám_phá ma_túy đã được cất_giấu tinh_vi dưới dạng hàng_hóa là bỉm sữa viên giặt thực_phẩm chức_năng.Thời_điểm trên tuyến hàng_không trước những diễn_biến phức_tạp của đại_dịch Covid-19 việc vận_chuyển hành_khách tạm dừng hoặc kiểm_soát rất chặt_chẽ các đối_tượng lợi_dụng hình_thức chuyển phát nhanh và ký gửi hàng_hóa quà_biếu phi_mậu_dịch bằng tuyến đường hàng_không để gửi hàng_hóa có ngụy_trang cất_giấu ma_túy rất tinh_vi từ các nước Đức Czech Hà_Lan về Việt_Nam và đi các nước tiêu_thụ.Trước những điều_kiện thuận_lợi của phương_thức này các ông trùm bà trùm trong nước đã tập_trung đẩy_mạnh hoạt_động mua_bán qua mạng đồng_thời cấu_kết với tội_phạm ma_túy quốc_tế để phát_triển đường_dây tội_phạm ma_túy xuyên quốc_gia bằng cách lợi_dụng các loại_hình vận_chuyển như chuyển_phát nhanh bưu_chính quốc_tế.Điển_hình là cất_giấu ma_túy ngụy_trang trong hàng_hóa từ châu_Âu về Việt_Nam để tiêu_thụ và đưa đi nước thứ ba
86,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Trong đó thu từ dầu_thô đạt 34.116_tỉ đồng bằng 121 dự_toán và tăng 80 so với cùng giai_đoạn năm 2021.Ông Cao Anh_Tuấn Tổng_cục_trưởng Tổng_cục Thuế cho biết như trên tại hội_nghị sơ_kết công_tác thuế 6 tháng đầu năm và giải_pháp 6 tháng cuối năm diễn ra chiều 30-6.Theo đó một_số nguồn thu thể_hiện sự phục_hồi và phát_triển của các doanh_nghiệp trên địa_bàn như số thu thuế giá_trị gia_tăng tăng 15,6 so với cùng giai_đoạn năm 2021 số thu thuế thu_nhập doanh_nghiệp tăng 8,6"
87,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Người di_cư cố vượt qua hàng_rào biên_giới để vào Tây Ban_Nha.Trong số 2.000 người đổ về khu_vực biên_giới trên bộ duy_nhất giữa Liên_minh_châu_Âu EU với Châu_Phi có khoảng 500 người đã vào được khu_vực kiểm_soát biên_giới sau khi dùng kéo cắt hàng_rào.Guardian ghi_nhận đây lần đầu_tiên người di_cư bất_hợp_pháp tìm cách vượt_biên từ Maroc sang Tây Ban_Nha sau khi hai nước hàn_gắn quan_hệ ngoại_giao hồi tháng 3/2022.Đây là nỗ_lực vượt_biên hàng_loạt vào Tây Ban_Nha kể từ khi nước này và Morocco hàn_gắn quan_hệ ngoại_giao vào tháng 3
88,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Báo_cáo của Công_đoàn Y_tế Việt_Nam cũng cho biết thêm tính từ đầu năm 2021 đến 6 tháng đầu năm 2022 có tổng_số 9.397 viên_chức y_tế xin thôi_việc bỏ việc trong đó có 8.620 viên_chức y_tế thuộc quyền quản_lý của các Sở Y_tế các tỉnh thành_phố trực_thuộc Trung_ương 777 viên_chức y_tế thuộc thẩm_quyền quản_lý của các đơn_vị sự_nghiệp trực_thuộc Bộ Y_tế.Công_đoàn Y_tế Việt_Nam đã có báo gửi Tổng_Liên_đoàn Lao_động Việt_Nam về tình_hình nhân_viên y_tế nghỉ_việc thôi_việc bỏ việc và tình_trạng thiếu thuốc vật_tư.Theo báo_cáo của Công_đoàn Y_tế Việt_Nam tính từ đầu năm 2021 đến 6 tháng đầu năm 2022 có tổng_số 9.397 viên_chức y_tế xin thôi_việc bỏ việc trong đó có 8.620 viên_chức y_tế thuộc quyền quản_lý của các Sở Y_tế các tỉnh TP trực_thuộc Trung_ương 777 viên_chức y_tế thuộc thẩm_quyền quản_lý của các đơn_vị sự_nghiệp trực_thuộc Bộ Y_tế.Tại báo_cáo này Công_đoàn Y_tế Việt_Nam đã chỉ ra 8 nguyên_nhân dẫn đến gần 9.400 viên_chức y_tế xin thôi_việc bỏ việc từ đầu năm 2021 đến 6 tháng đầu năm 2022.Cũng theo báo_cáo của Công_đoàn Y_tế Việt_Nam nguyên_nhân khiến cho nhân_viên y_tế bỏ việc liên_quan phần_lớn tới thu_nhập không đủ sống ._Lương và chế_độ phụ_cấp đối_với viên_chức y_tế trong hệ_thống y_tế cônglập thấp nhất_là tại các cơ_sở y_tế dự_phòng và y_tế cơ_sở.Theo báo_cáo này tính từ đầu năm 2021 đến 6 tháng đầu năm 2022 có tổng_số 9.397 viên_chức y_tế xin thôi_việc bỏ việc trong đó có 8.620 viên_chức y_tế thuộc quyền quản_lý của các Sở Y_tế các tỉnh thành_phố trực_thuộc trung_ương 777 viên_chức y_tế thuộc thẩm_quyền quản_lý của các đơn_vị sự_nghiệp trực_thuộc Bộ Y_tế.Ngoài_ra một_số đơn_vị sự_nghiệp trực_thuộc Bộ Y_tế có số_lượng viên_chức thôi_việc bỏ việc cao là đơn_vị sự_nghiệp trực_thuộc Bộ đóng trên địa_bàn Thành_phố Hồ_Chí_Minh Bệnh_viện Chợ_Rẫy Bệnh_viện Thống_Nhất Bệnh_viện Đại_học Y_Dược Thành_phố Hồ_Chí_Minh
89,"[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Trước vòng đấu thứ 8 V.League 2022 Sông Lam Nghệ_An đang dẫn đầu_bảng với 13 điểm 3 đội_xếp sau là Hải_Phòng Bình_Định Hà_Nội có cùng 11 điểm.SLNA đang có chuỗi trận thi_đấu cực_kỳ ấn_tượng trên sân_nhà.Tại vòng đấu thứ 8 này đội bóng của HLV Huy_Hoàng sẽ phải làm_khách trên sân của SHB Đà_Nẵng.Đứng ở vị_trí thứ 2 là đội bóng Hải_Phòng với 2 điểm ít hơn nhưng SLNA thi_đấu thua 1 trận.Đà hưng_phấn đang có được sau chuỗi trận thắng trên sân_nhà sẽ là điểm_tựa để đội bóng xứ Nghệ_giành được mục_tiêu mà BHL_SLNA đã đặt ra trước trận đấu này.Đơn_giản là hàng phòng_thủ đã để thủng_lưới 13 bàn của HLV Phùng_Thanh_Phương khó có_thể trụ được lối đá kiểu sóng vỗ của đội bóng Thủ_đô.Trong bối_cảnh B.Bình_Dương_đá 4 trận sân khách thắng 2 hòa_1_, chỉ thua 1 tưởng_chừng đây là trận đấu khó_khăn cho HLV Kiatisak.Sau 7 vòng đấu SLNA đang có được 13 điểm tạm_thời xếp thứ nhất trên bảng xếp_hạng V.League 2022.Đội khách H.Hà_Tĩnh vừa bị Sông Lam Nghệ_An chặn_đứng mạch 2 chiến_thắng liên_tiếp Đinh_Thanh_Trung chấn_thương nên tuyến giữa thiếu người cầm bóng.Với chỉ 7 điểm sau 7 vòng SHB Đà_Nẵng tạm đứng thứ 10 trên BXH.Chắc_chắn mục_tiêu của Đội_bóng phố Núi là giành 3 điểm trọn_vẹn bởi sau quãng thời_gian đầu mùa giải đoàn quân của Huấn_luyện_viên Kiatisuk còn loay_hoay với chiến_thắng những trận đấu gần đây họ đã tìm được nút thắt để gỡ bằng 2 trận thắng liên_tiếp.Đội quân của HLV Phan_Thanh_Hùng chỉ có được 1 điểm trong 2 vòng đấu gần nhất"
90,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Do ảnh_hưởng thời_tiết xấu trong 2 ngày vừa_qua các phương_tiện tàu đưa rước khách từ đất_liền ra đảo và ngược_lại của tỉnh Kiên_Giang phải tạm ngừng hoạt_động kéo_theo đó hàng chục ngàn du_khách mắc_kẹt lại đảo.Trước tình_hình trên lãnh_đạo thành_phố Phú_Quốc đã kêu_gọi các công_ty lữ_hành nhà_hàng khách_sạn tạo điều_kiện thuận_lợi tối_đa để du_khách an_tâm trong thời_gian bị kẹt lại đảo.Bên_cạnh đó ông Bùi_Áng_Văn Phó Chủ_tịch Hiệp_hội Du_lịch tỉnh Kiên_Giang cho biết hiện một bộ_phận du_khách đi du_lịch Phú_Quốc bị kẹt lại do tàu chạy từ đất_liền ra đảo và ngược_lại tạm ngưng khai_thác.Do ảnh_hưởng thời_tiết trong vài ngày qua các phương_tiện tàu đưa rước khách từ đất_liền ra đảo Phú_Quốc và ngược_lại đã tạm ngừng hoạt_động.Do ảnh_hưởng của thời_tiết khiến nhiều du_khách mắc_kẹt lại đảo nhưng nhiều doanh_nghiệp du_lịch trên địa_bàn TP. Phú_Quốc Kiên_Giang hỗ_trợ du_khách bị kẹt lại đảo ngọc bằng hình_thức giảm giá hoặc giữ_giá không tăng.Ngày 13/7 theo Cảng_vụ Hàng_hải tỉnh Kiên_Giang toàn_bộ các phương_tiện vận_tải hành_khách từ đất_liền ra các đảo trong tỉnh và ngược_lại vẫn còn tạm dừng hoạt_động do thời_tiết xấu
91,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Thương_vụ Việt_Nam tại Australia cho biết sau các hoạt_động xúc_tiến và cam_kết của Thương_vụ trong việc quảng_bá quả vải tươi của Việt_Nam đang cấp_tập đến Australia với chất_lượng cao được kiểm_tra thông quan theo tiêu_chuẩn khắt_khe của Australia.Thương_vụ Việt_Nam tại Australia Bộ Công_Thương cho biết sau các hoạt_động xúc_tiến cam_kết của Thương_vụ trong việc quảng_bá quả vải tươi của Việt_Nam đang nhanh_chóng được vận_chuyển đến Australia với chất_lượng cao được kiểm_tra thông quan theo tiêu_chuẩn khắt_khe của Australia.Tại thành_phố Melbourne với nỗ_lực lớn quả vải_thiều Việt_Nam đang liên_tục tiếp_cận thị_trường bằng máy_bay để bảo_đảm chất_lượng.Nhằm quảng_bá rộng_rãi quả vải_thiều của Việt_Nam Thương_vụ Viêt_Nam tại Australia đang tổ_chức tuần_lễ vải Việt_Nam với nhiều hoạt_động xúc_tiến.Thương_vụ Việt_Nam tại Australia cho biết tại Melbourne với nỗ_lực lớn vải_thiều Việt_Nam đang liên_tục đưa ra thị_trường bằng máy_bay để đảm_bảo chất lương
92,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","Ở thời_điểm này nhà_vườn bán trái thanh_long ruột rắng và ruột đỏ ở mức từ 10.000 15.000 đồng kg tăng 2 lần so với tháng trước.Tuy phân_bón thuốc bảo_vệ thực_vật tăng cao nhưng với mức giá này người trồng cây_thanh_long vẫn có lãi vài nghìn đồng kg.Xác_định thanh_long là một trong những chủng_loại trái_cây đặc_sản có lợi_thế cạnh_tranh của địa_phương và là nguồn nông_sản hàng_hóa mang lại giá_trị xuất_khẩu cao Tiền_Giang đang đưa ra nhiều giải_pháp trong nỗ_lực nâng cao sức cạnh_tranh của trái_cây đặc_sản giúp giải_quyết ổn_định đầu_ra nông_sản hàng_hóa khắc_phục tình_trạng trúng mùa dội chợ giá_cả bấp_bênh trong thời_gian qua.Sản_phẩm thanh_long sạch của ông và các xã_viên được hợp_tác_xã bao_tiêu với giá cao hơn thị_trường cùng thời_điểm bình_quân 10.000 đ kg.Năm_ngoái hợp_tác_xã có doanh_thu khoảng 50 tỷ đồng ngoài lợi_nhuận 3.000 đồng kg cho nông_dân hợp_tác_xã vẫn lãi 1,8 tỷ đồng.Điển_hình_như kỹ_thuật tưới nhỏ_giọt tiết_kiệm nước được áp_dụng trên 73 tổng diện_tích thanh_long trồng thanh_long leo giàn giúp tăng năng_suất và cải_thiện chất_lượng quả được áp_dụng trên diện_tích gần 500 ha sử_dụng các chế_phẩm sinh_học chiếm đến 70 tổng diện_tích thanh_long sử_dụng các loại đèn compact tiết_kiệm điện trong xử_lý thanh_long ra hoa đạt 100 diện_tích .. Đồng_thời xử_lý cho trái rải vụ để tránh tình_trạng trúng mùa dội chợ được nông_dân đặc_biệt quan_tâm"
93,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Cách tiếp_cận của đối_tác giữ bản_quyền World_Cup 2022 của FIFA lại cứng_rắn khi muốn có đủ 15 triệu USD.Một chuyên_gia đàm_phán bản_quyền truyền_hình thể_thao nói với Zing Con_số này cao hơn hẳn so với bốn năm trước khi chưa có dịch Covid-19.Trao_đổi với VietNamNet đại_diện một đài_truyền_hình lớn của Việt_Nam phân_tích Với mức giá 350 tỷ mà đối_tác đưa ra có nghĩa mỗi trận đấu nhà đài phải thu khoảng 10-15 tỷ tiền quảng_cáo mới không bị lỗ.Đối_tác nước_ngoài sở_hữu bản_quyền truyền_hình World_Cup 2022 trên lãnh_thổ Việt_Nam vừa làm_việc với một_số nhà đài và đưa ra mức giá chào_hàng khiến các đơn_vị truyền_hình phải sốc.So với World_Cup 2018 giá bản_quyền truyền_hình của kỳ World_Cup năm nay tăng khoảng 3-4 triệu USD.Nếu không có doanh_nghiệp vào cuộc chắc_chắn không nhà đài nào ở Việt_Nam mua nổi bản_quyền World_Cup 2022
94,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",Sáng 11/7 Trung_tướng Tô Ân_Xô Chánh_Văn_phòng Người_phát_ngôn Bộ Công_an cho biết những thông_tin đăng_tải trên mạng xã_hội về một người đứng đầu doanh_nghiệp lớn đang bị áp_dụng biện_pháp ngăn_chặn là thông_tin không chính_xác.Theo Người_phát_ngôn Bộ Công_an những ngày gần đây một_số tài_khoản mạng xã_hội lan_truyền_thông_tin có cá_nhân đứng đầu doanh_nghiệp có ảnh_hưởng nhất_định đối_với thị_trường_chứng_khoán thị_trường trái_phiếu doanh_nghiệp bị áp_dụng một_số biện_pháp ngăn_chặn theo quy_định của pháp_luật
